"date","height"
2024-10-09 19:15:00,1.53
2024-10-09 19:30:00,1.52
2024-10-09 19:45:00,1.51
2024-10-09 20:00:00,1.5
2024-10-09 20:15:00,1.5
2024-10-09 20:30:00,1.49
2024-10-09 20:45:00,1.48
2024-10-09 21:00:00,1.47
2024-10-09 21:15:00,1.47
2024-10-09 21:30:00,1.46
2024-10-09 21:45:00,1.45
2024-10-09 22:00:00,1.44
2024-10-09 22:15:00,1.43
2024-10-09 22:30:00,1.42
2024-10-09 22:45:00,1.41
2024-10-09 23:00:00,1.4
2024-10-09 23:15:00,1.39
2024-10-09 23:30:00,1.38
2024-10-09 23:45:00,1.37
2024-10-10,1.36
2024-10-10 00:15:00,1.35
2024-10-10 00:30:00,1.34
2024-10-10 00:45:00,1.33
2024-10-10 01:00:00,1.32
2024-10-10 01:15:00,1.31
2024-10-10 01:30:00,1.3
2024-10-10 01:45:00,1.3
2024-10-10 02:00:00,1.29
2024-10-10 02:15:00,1.28
2024-10-10 02:30:00,1.27
2024-10-10 02:45:00,1.26
2024-10-10 03:00:00,1.25
2024-10-10 03:15:00,1.24
2024-10-10 03:30:00,1.24
2024-10-10 03:45:00,1.23
2024-10-10 04:00:00,1.22
2024-10-10 04:15:00,1.21
2024-10-10 04:30:00,1.21
2024-10-10 04:45:00,1.2
2024-10-10 05:00:00,1.2
2024-10-10 05:15:00,1.19
2024-10-10 05:30:00,1.18
2024-10-10 05:45:00,1.18
2024-10-10 06:00:00,1.17
2024-10-10 06:15:00,1.17
2024-10-10 06:30:00,1.16
2024-10-10 06:45:00,1.16
2024-10-10 07:00:00,1.16
2024-10-10 07:15:00,1.15
2024-10-10 07:30:00,1.15
2024-10-10 07:45:00,1.14
2024-10-10 08:00:00,1.14
2024-10-10 08:15:00,1.14
2024-10-10 08:30:00,1.14
2024-10-10 08:45:00,1.14
2024-10-10 09:00:00,1.14
2024-10-10 09:15:00,1.13
2024-10-10 09:30:00,1.13
2024-10-10 09:45:00,1.13
2024-10-10 10:00:00,1.13
2024-10-10 10:15:00,1.13
2024-10-10 10:30:00,1.13
2024-10-10 10:45:00,1.13
2024-10-10 11:00:00,1.13
2024-10-10 11:15:00,1.13
2024-10-10 11:30:00,1.12
2024-10-10 11:45:00,1.12
2024-10-10 12:00:00,1.12
2024-10-10 12:15:00,1.12
2024-10-10 12:30:00,1.12
2024-10-10 12:45:00,1.12
2024-10-10 13:00:00,1.12
2024-10-10 13:15:00,1.12
2024-10-10 13:30:00,1.12
2024-10-10 13:45:00,1.12
2024-10-10 14:00:00,1.12
2024-10-10 14:15:00,1.12
2024-10-10 14:30:00,1.12
2024-10-10 14:45:00,1.11
2024-10-10 15:00:00,1.11
2024-10-10 15:15:00,1.11
2024-10-10 15:30:00,1.11
2024-10-10 15:45:00,1.11
2024-10-10 16:00:00,1.11
2024-10-10 16:15:00,1.11
2024-10-10 16:30:00,1.11
2024-10-10 16:45:00,1.1
2024-10-10 17:00:00,1.1
2024-10-10 17:15:00,1.1
2024-10-10 17:30:00,1.1
2024-10-10 17:45:00,1.1
2024-10-10 18:00:00,1.1
2024-10-10 18:15:00,1.09
2024-10-10 18:30:00,1.09
2024-10-10 18:45:00,1.09
2024-10-10 19:00:00,1.09
2024-10-10 19:15:00,1.09
2024-10-10 19:30:00,1.09
2024-10-10 19:45:00,1.08
2024-10-10 20:00:00,1.08
2024-10-10 20:15:00,1.08
2024-10-10 20:30:00,1.08
2024-10-10 20:45:00,1.08
2024-10-10 21:00:00,1.07
2024-10-10 21:15:00,1.07
2024-10-10 21:30:00,1.07
2024-10-10 21:45:00,1.07
2024-10-10 22:00:00,1.06
2024-10-10 22:15:00,1.06
2024-10-10 22:30:00,1.06
2024-10-10 22:45:00,1.05
2024-10-10 23:00:00,1.05
2024-10-10 23:15:00,1.05
2024-10-10 23:30:00,1.05
2024-10-10 23:45:00,1.04
2024-10-11,1.04
2024-10-11 00:15:00,1.04
2024-10-11 00:30:00,1.03
2024-10-11 00:45:00,1.03
2024-10-11 01:00:00,1.03
2024-10-11 01:15:00,1.02
2024-10-11 01:30:00,1.02
2024-10-11 01:45:00,1.02
2024-10-11 02:00:00,1.01
2024-10-11 02:15:00,1.01
2024-10-11 02:30:00,1.01
2024-10-11 02:45:00,1
2024-10-11 03:00:00,1
2024-10-11 03:15:00,0.99
2024-10-11 03:30:00,0.99
2024-10-11 03:45:00,0.99
2024-10-11 04:00:00,0.98
2024-10-11 04:15:00,0.98
2024-10-11 04:30:00,0.98
2024-10-11 04:45:00,0.97
2024-10-11 05:00:00,0.97
2024-10-11 05:15:00,0.97
2024-10-11 05:30:00,0.96
2024-10-11 05:45:00,0.96
2024-10-11 06:00:00,0.96
2024-10-11 06:15:00,0.95
2024-10-11 06:30:00,0.95
2024-10-11 06:45:00,0.95
2024-10-11 07:00:00,0.94
2024-10-11 07:15:00,0.94
2024-10-11 07:30:00,0.94
2024-10-11 07:45:00,0.93
2024-10-11 08:00:00,0.93
2024-10-11 08:15:00,0.93
2024-10-11 08:30:00,0.92
2024-10-11 08:45:00,0.92
2024-10-11 09:00:00,0.92
2024-10-11 09:15:00,0.92
2024-10-11 09:30:00,0.92
2024-10-11 09:45:00,0.91
2024-10-11 10:00:00,0.91
2024-10-11 10:15:00,0.91
2024-10-11 10:30:00,0.91
2024-10-11 10:45:00,0.9
2024-10-11 11:00:00,0.9
2024-10-11 11:15:00,0.9
2024-10-11 11:30:00,0.9
2024-10-11 11:45:00,0.89
2024-10-11 12:00:00,0.89
2024-10-11 12:15:00,0.89
2024-10-11 12:30:00,0.89
2024-10-11 12:45:00,0.88
2024-10-11 13:00:00,0.88
2024-10-11 13:15:00,0.88
2024-10-11 13:30:00,0.87
2024-10-11 13:45:00,0.87
2024-10-11 14:00:00,0.87
2024-10-11 14:15:00,0.87
2024-10-11 14:30:00,0.86
2024-10-11 14:45:00,0.86
2024-10-11 15:00:00,0.86
2024-10-11 15:15:00,0.86
2024-10-11 15:30:00,0.85
2024-10-11 15:45:00,0.85
2024-10-11 16:00:00,0.85
2024-10-11 16:15:00,0.85
2024-10-11 16:30:00,0.85
2024-10-11 16:45:00,0.84
2024-10-11 17:00:00,0.84
2024-10-11 17:15:00,0.84
2024-10-11 17:30:00,0.84
2024-10-11 17:45:00,0.83
2024-10-11 18:00:00,0.83
2024-10-11 18:15:00,0.83
2024-10-11 18:30:00,0.83
2024-10-11 18:45:00,0.82
2024-10-11 19:00:00,0.82
2024-10-11 19:15:00,0.82
2024-10-11 19:30:00,0.82
2024-10-11 19:45:00,0.82
2024-10-11 20:00:00,0.81
2024-10-11 20:15:00,0.81
2024-10-11 20:30:00,0.81
2024-10-11 20:45:00,0.81
2024-10-11 21:00:00,0.81
2024-10-11 21:15:00,0.8
2024-10-11 21:30:00,0.8
2024-10-11 21:45:00,0.8
2024-10-11 22:00:00,0.8
2024-10-11 22:15:00,0.79
2024-10-11 22:30:00,0.79
2024-10-11 22:45:00,0.79
2024-10-11 23:00:00,0.79
2024-10-11 23:15:00,0.79
2024-10-11 23:30:00,0.79
2024-10-11 23:45:00,0.78
2024-10-12,0.78
2024-10-12 00:15:00,0.78
2024-10-12 00:30:00,0.78
2024-10-12 00:45:00,0.78
2024-10-12 01:00:00,0.77
2024-10-12 01:15:00,0.77
2024-10-12 01:30:00,0.77
2024-10-12 01:45:00,0.77
2024-10-12 02:00:00,0.77
2024-10-12 02:15:00,0.76
2024-10-12 02:30:00,0.76
2024-10-12 02:45:00,0.76
2024-10-12 03:00:00,0.76
2024-10-12 03:15:00,0.76
2024-10-12 03:30:00,0.76
2024-10-12 03:45:00,0.75
2024-10-12 04:00:00,0.75
2024-10-12 04:15:00,0.75
2024-10-12 04:30:00,0.75
2024-10-12 04:45:00,0.75
2024-10-12 05:00:00,0.75
2024-10-12 05:15:00,0.75
2024-10-12 05:30:00,0.74
2024-10-12 05:45:00,0.74
2024-10-12 06:00:00,0.74
2024-10-12 06:15:00,0.74
2024-10-12 06:30:00,0.74
2024-10-12 06:45:00,0.74
2024-10-12 07:00:00,0.74
2024-10-12 07:15:00,0.73
2024-10-12 07:30:00,0.73
2024-10-12 07:45:00,0.73
2024-10-12 08:00:00,0.73
2024-10-12 08:15:00,0.73
2024-10-12 08:30:00,0.73
2024-10-12 08:45:00,0.73
2024-10-12 09:00:00,0.73
2024-10-12 09:15:00,0.73
2024-10-12 09:30:00,0.73
2024-10-12 09:45:00,0.73
2024-10-12 10:00:00,0.73
2024-10-12 10:15:00,0.73
2024-10-12 10:30:00,0.73
2024-10-12 10:45:00,0.73
2024-10-12 11:00:00,0.73
2024-10-12 11:15:00,0.73
2024-10-12 11:30:00,0.73
2024-10-12 11:45:00,0.73
2024-10-12 12:00:00,0.73
2024-10-12 12:15:00,0.73
2024-10-12 12:30:00,0.73
2024-10-12 12:45:00,0.73
2024-10-12 13:00:00,0.73
2024-10-12 13:15:00,0.73
2024-10-12 13:30:00,0.72
2024-10-12 13:45:00,0.72
2024-10-12 14:00:00,0.72
2024-10-12 14:15:00,0.72
2024-10-12 14:30:00,0.72
2024-10-12 14:45:00,0.72
2024-10-12 15:00:00,0.72
2024-10-12 15:15:00,0.72
2024-10-12 15:30:00,0.72
2024-10-12 15:45:00,0.72
2024-10-12 16:00:00,0.72
2024-10-12 16:15:00,0.72
2024-10-12 16:30:00,0.71
2024-10-12 16:45:00,0.71
2024-10-12 17:00:00,0.71
2024-10-12 17:15:00,0.71
2024-10-12 17:30:00,0.71
2024-10-12 17:45:00,0.71
2024-10-12 18:00:00,0.71
2024-10-12 18:15:00,0.71
2024-10-12 18:30:00,0.71
2024-10-12 18:45:00,0.71
2024-10-12 19:00:00,0.71
2024-10-12 19:15:00,0.71
2024-10-12 19:30:00,0.7
2024-10-12 19:45:00,0.7
2024-10-12 20:00:00,0.7
2024-10-12 20:15:00,0.7
2024-10-12 20:30:00,0.7
2024-10-12 20:45:00,0.7
2024-10-12 21:00:00,0.7
2024-10-12 21:15:00,0.7
2024-10-12 21:30:00,0.7
2024-10-12 21:45:00,0.7
2024-10-12 22:00:00,0.7
2024-10-12 22:15:00,0.7
2024-10-12 22:30:00,0.69
2024-10-12 22:45:00,0.69
2024-10-12 23:00:00,0.69
2024-10-12 23:15:00,0.69
2024-10-12 23:30:00,0.69
2024-10-12 23:45:00,0.69
2024-10-13,0.69
2024-10-13 00:15:00,0.69
2024-10-13 00:30:00,0.69
2024-10-13 00:45:00,0.69
2024-10-13 01:00:00,0.68
2024-10-13 01:15:00,0.68
2024-10-13 01:30:00,0.68
2024-10-13 01:45:00,0.68
2024-10-13 02:00:00,0.68
2024-10-13 02:15:00,0.68
2024-10-13 02:30:00,0.68
2024-10-13 02:45:00,0.68
2024-10-13 03:00:00,0.67
2024-10-13 03:15:00,0.67
2024-10-13 03:30:00,0.67
2024-10-13 03:45:00,0.67
2024-10-13 04:00:00,0.67
2024-10-13 04:15:00,0.67
2024-10-13 04:30:00,0.67
2024-10-13 04:45:00,0.67
2024-10-13 05:00:00,0.67
2024-10-13 05:15:00,0.67
2024-10-13 05:30:00,0.67
2024-10-13 05:45:00,0.67
2024-10-13 06:00:00,0.66
2024-10-13 06:15:00,0.66
2024-10-13 06:30:00,0.66
2024-10-13 06:45:00,0.66
2024-10-13 07:00:00,0.66
2024-10-13 07:15:00,0.66
2024-10-13 07:30:00,0.66
2024-10-13 07:45:00,0.66
2024-10-13 08:00:00,0.66
2024-10-13 08:15:00,0.66
2024-10-13 08:30:00,0.66
2024-10-13 08:45:00,0.66
2024-10-13 09:00:00,0.66
2024-10-13 09:15:00,0.66
2024-10-13 09:30:00,0.66
2024-10-13 09:45:00,0.66
2024-10-13 10:00:00,0.66
2024-10-13 10:15:00,0.66
2024-10-13 10:30:00,0.66
2024-10-13 10:45:00,0.66
2024-10-13 11:00:00,0.66
2024-10-13 11:15:00,0.66
2024-10-13 11:30:00,0.66
2024-10-13 11:45:00,0.66
2024-10-13 12:00:00,0.66
2024-10-13 12:15:00,0.66
2024-10-13 12:30:00,0.66
2024-10-13 12:45:00,0.66
2024-10-13 13:00:00,0.66
2024-10-13 13:15:00,0.66
2024-10-13 13:30:00,0.66
2024-10-13 13:45:00,0.66
2024-10-13 14:00:00,0.66
2024-10-13 14:15:00,0.66
2024-10-13 14:30:00,0.65
2024-10-13 14:45:00,0.65
2024-10-13 15:00:00,0.65
2024-10-13 15:15:00,0.65
2024-10-13 15:30:00,0.65
2024-10-13 15:45:00,0.65
2024-10-13 16:00:00,0.65
2024-10-13 16:15:00,0.65
2024-10-13 16:30:00,0.65
2024-10-13 16:45:00,0.65
2024-10-13 17:00:00,0.65
2024-10-13 17:15:00,0.65
2024-10-13 17:30:00,0.65
2024-10-13 17:45:00,0.65
2024-10-13 18:00:00,0.65
2024-10-13 18:15:00,0.65
2024-10-13 18:30:00,0.65
2024-10-13 18:45:00,0.64
2024-10-13 19:00:00,0.64
2024-10-13 19:15:00,0.64
2024-10-13 19:30:00,0.64
2024-10-13 19:45:00,0.64
2024-10-13 20:00:00,0.64
2024-10-13 20:15:00,0.64
2024-10-13 20:30:00,0.64
2024-10-13 20:45:00,0.64
